node2,node4,node5,node3,node6
2169,2443,2025,1352,2402
2228,2384,2142,1460,2177
2169,2384,2142,1235,2461
2228,2335,2025,1568,2235
2228,2335,2250,1343,2235
2169,2335,2250,1343,2294
2169,2384,2025,1568,2245
2169,2443,2142,1568,2069
2228,2325,2250,1460,2128
2169,2276,2025,1460,2461
2169,2276,2086,1352,2461
2169,2229,2133,1352,2461
2169,2276,2133,1352,2414
2122,2276,2133,1352,2461
2169,2276,2133,1460,2353
2169,2335,2133,1460,2294
2169,2335,2191,1460,2236
2169,2276,2250,1460,2236
2169,2276,2311,1352,2236
2169,2229,2358,1352,2236
2169,2276,2358,1352,2189
2122,2276,2358,1352,2236
2169,2276,2358,1235,2353
2169,2335,2358,1235,2294
2169,2335,2358,1460,2069
2169,2227,2252,1235,2461
2169,2168,2311,1235,2461
2169,2227,2311,1235,2402
2169,2227,2191,1343,2461
2169,2335,2142,1343,2402
2169,2168,2250,1343,2461
2169,2276,2250,1343,2353
2169,2227,2250,1343,2402
2169,2227,1966,1568,2461
2169,2227,2191,1568,2236
2169,2168,2025,1568,2461
2169,2227,2025,1568,2402
2169,2168,2250,1568,2236
2169,2227,2250,1568,2177
2169,2227,2133,1460,2402
2169,2335,2133,1568,2186
2169,2227,2133,1568,2294
2169,2227,2358,1235,2355
2169,2227,2358,1460,2177
2169,2180,2358,1235,2402
2122,2227,2358,1235,2402
2169,2227,2358,1343,2294
2169,2335,2358,1568,1961
2169,2227,2358,1568,2069
2169,2335,2299,1343,2245
2169,2227,2074,1460,2461
2169,2227,2074,1568,2353
2169,2227,2299,1235,2414
2169,2180,2299,1235,2461
2122,2227,2299,1235,2461
2169,2227,2299,1343,2353
2169,2227,2299,1460,2236
2169,2227,2299,1568,2128
2169,2168,2358,1235,2414
2122,2168,2358,1235,2461
2169,2168,2133,1460,2461
2169,2168,2358,1460,2236
2169,2168,2358,1343,2353
2169,2276,2133,1568,2245
2169,2168,2133,1568,2353
2169,2276,2358,1568,2020
2169,2168,2358,1568,2128
2169,2443,2358,1352,2069
2169,2443,2133,1460,2186
2169,2443,2133,1352,2294
2169,2384,2358,1460,2020
2169,2443,2299,1352,2128
2169,2384,2358,1352,2128
2169,2443,2074,1352,2353
2169,2443,2299,1127,2353
2169,2443,2191,1127,2461
2169,2443,2191,1352,2236
2169,2443,2250,1127,2402
2169,2443,2250,1352,2177
2169,2443,2142,1235,2402
2169,2443,2252,1019,2461
2169,2384,2311,1019,2461
2169,2443,2311,1019,2402
2169,2396,2299,1019,2461
2169,2443,2299,1019,2414
2122,2443,2299,1019,2461
2169,2337,2358,1019,2461
2169,2384,2358,1019,2414
2122,2384,2358,1019,2461
2169,2396,2358,1019,2402
2169,2443,2358,1019,2355
2122,2443,2358,1019,2402
2169,2335,2299,1127,2461
2169,2276,2358,1127,2461
2169,2335,2358,1127,2402
2169,2384,2086,1244,2461
2169,2384,2311,1244,2236
2169,2337,2133,1244,2461
2169,2384,2133,1244,2414
2122,2384,2133,1244,2461
2169,2337,2358,1244,2236
2169,2384,2358,1244,2189
2122,2384,2358,1244,2236
2169,2443,2086,1244,2402
2169,2396,2074,1244,2461
2169,2443,2074,1244,2414
2122,2443,2074,1244,2461
2169,2443,2133,1244,2355
2169,2396,2133,1244,2402
2122,2443,2133,1244,2402
2169,2443,2252,1244,2236
2169,2443,2299,1244,2189
2169,2396,2299,1244,2236
2122,2443,2299,1244,2236
2169,2443,2311,1244,2177
2169,2443,2358,1244,2130
2169,2396,2358,1244,2177
2122,2443,2358,1244,2177
2169,2335,2299,1352,2236
2169,2335,2358,1352,2177
2169,2335,2133,1352,2402
2169,2335,2074,1352,2461
2228,2396,2299,960,2461
2228,2384,2358,960,2461
2228,2443,2252,960,2461
2228,2443,2299,960,2414
2181,2443,2299,960,2461
2228,2443,2358,960,2402
2228,2278,2358,1019,2461
2228,2337,2299,1019,2461
2228,2337,2358,1019,2402
2228,2396,2299,1019,2402
2228,2396,2358,1019,2343
2228,2325,2311,1019,2461
2228,2325,2358,1019,2414
2181,2325,2358,1019,2461
2228,2384,2311,1019,2402
2228,2384,2358,1019,2355
2181,2384,2358,1019,2402
2228,2384,2252,1019,2461
2228,2384,2299,1019,2414
2181,2384,2299,1019,2461
2228,2443,2252,1019,2402
2228,2443,2311,1019,2343
2228,2443,2299,1019,2355
2181,2443,2299,1019,2402
2228,2443,2358,1019,2296
2181,2443,2358,1019,2343
2228,2396,2074,1185,2461
2228,2396,2299,1185,2236
2228,2443,2074,1185,2414
2181,2443,2074,1185,2461
2228,2443,2252,1185,2236
2228,2443,2299,1185,2189
2181,2443,2299,1185,2236
2228,2443,2133,1185,2402
2228,2443,2358,1185,2177
2228,2278,2133,1244,2461
2228,2278,2358,1244,2236
2228,2325,2086,1244,2461
2228,2325,2133,1244,2414
2181,2325,2133,1244,2461
2228,2325,2311,1244,2236
2228,2325,2358,1244,2189
2181,2325,2358,1244,2236
2228,2337,2074,1244,2461
2228,2337,2299,1244,2236
2228,2384,2074,1244,2414
2181,2384,2074,1244,2461
2228,2384,2133,1244,2402
2228,2384,2252,1244,2236
2228,2384,2299,1244,2189
2181,2384,2299,1244,2236
2228,2384,2358,1244,2177
2228,2396,2074,1244,2402
2228,2396,2299,1244,2177
2228,2396,2133,1244,2343
2228,2396,2358,1244,2118
2228,2443,2074,1244,2355
2181,2443,2074,1244,2402
2228,2443,2252,1244,2177
2228,2443,2299,1244,2130
2181,2443,2299,1244,2177
2228,2443,2086,1244,2343
2228,2443,2311,1244,2118
2228,2443,2133,1244,2296
2181,2443,2133,1244,2343
2181,2443,2358,1244,2118
2228,2443,2191,1068,2461
2228,2384,2191,1127,2461
2228,2443,2191,1127,2402
2228,2443,2299,1127,2294
2228,2325,2250,1127,2461
2228,2443,2250,1127,2343
2228,2325,2358,1127,2353
2228,2443,1966,1293,2461
2228,2443,2074,1293,2353
2228,2443,2299,1293,2128
2228,2325,2025,1352,2461
2228,2325,2358,1352,2128
2228,2384,1966,1352,2461
2228,2443,1966,1352,2402
2228,2384,2191,1352,2236
2228,2443,2299,1352,2069
2228,2443,2250,1352,2118
2228,2276,2358,1293,2236
2228,2276,2358,1127,2402
2228,2276,2133,1352,2402
2228,2276,2358,1352,2177
2228,2335,2074,1401,2353
2228,2335,2191,1176,2461
2228,2335,1966,1401,2461
2228,2335,2358,1235,2235
2228,2335,2299,1460,2069
2228,2335,2074,1460,2294
2228,2276,2299,1235,2353
2228,2217,2358,1460,2128
2228,2217,2358,1235,2353
2228,2217,2250,1460,2236
2228,2335,2191,1235,2402
2228,2335,2299,1068,2461
2228,2443,2299,1176,2245
2228,2335,2074,1293,2461
2228,2335,2299,1293,2236
2228,2335,2191,1401,2236
2228,2443,2191,1293,2236
2228,2443,2083,1401,2236
2228,2168,2358,1509,2128
2228,2168,2358,1401,2236
2228,2168,2250,1509,2236
2228,2168,2025,1509,2461
2228,2180,2299,1176,2461
2228,2180,2074,1401,2461
2228,2180,2299,1401,2236
2228,2180,2191,1284,2461
2228,2180,2299,1284,2353
2228,2180,1966,1509,2461
2228,2180,2074,1509,2353
2228,2180,2191,1509,2236
2228,2180,2299,1509,2128
2228,2227,2299,1284,2306
2228,2227,2252,1284,2353
2181,2227,2299,1284,2353
2228,2335,2299,1284,2245
2228,2227,2358,1176,2402
2228,2227,2191,1284,2414
2228,2227,2299,1176,2414
2228,2227,2252,1176,2461
2181,2227,2299,1176,2461
2228,2227,2144,1284,2461
2181,2227,2191,1284,2461
2228,2227,2358,1509,2069
2228,2227,2133,1401,2402
2228,2335,2299,1401,2128
2228,2335,2299,1509,2020
2228,2227,2299,1401,2189
2228,2227,2074,1401,2414
2228,2227,2252,1401,2236
2181,2227,2299,1401,2236
2228,2227,2027,1401,2461
2181,2227,2074,1401,2461
2228,2227,2299,1509,2081
2228,2227,2252,1509,2128
2181,2227,2299,1509,2128
2228,2227,2191,1509,2189
2228,2227,2144,1509,2236
2181,2227,2191,1509,2236
2228,2227,2074,1509,2306
2228,2227,2027,1509,2353
2181,2227,2074,1509,2353
2228,2227,1966,1509,2414
2228,2227,1919,1509,2461
2181,2227,1966,1509,2461
2228,2062,2358,1460,2236
2228,2109,2358,1460,2189
2228,2109,2311,1460,2236
2181,2109,2358,1460,2236
2228,2168,2358,1460,2130
2228,2168,2311,1460,2177
2181,2168,2358,1460,2177
2228,2109,2358,1568,2128
2228,2109,2250,1568,2236
2228,2217,2358,1568,2020
2228,2168,2358,1568,2069
2228,2168,2250,1568,2177
2228,2217,2358,1352,2236
2228,2335,2358,1352,2118
2228,2335,2299,1352,2177
2228,2276,2299,1352,2236
2228,2121,2299,1460,2236
2228,2168,2252,1460,2236
2228,2168,2299,1460,2189
2181,2168,2299,1460,2236
2228,2227,2311,1460,2118
2228,2227,2252,1460,2177
2228,2227,2358,1460,2071
2228,2227,2299,1460,2130
2228,2180,2299,1460,2177
2181,2227,2299,1460,2177
2181,2227,2358,1460,2118
2228,2168,2191,1568,2236
2228,2168,2299,1568,2128
2228,2227,2191,1568,2177
2228,2227,2250,1568,2118
2228,2227,2299,1568,2069
2228,2227,2358,1568,2010
2228,2276,2083,1568,2236
2228,2335,2191,1568,2069
2228,2443,2142,1460,2118
2228,2335,2142,1568,2118
2228,2227,2133,1568,2235
2228,2227,2358,1343,2235
2228,2335,1917,1568,2343
2228,2227,2025,1568,2343
2228,2227,2133,1460,2343
2228,2227,2250,1343,2296
2228,2227,2358,1235,2296
2228,2227,2203,1343,2343
2181,2227,2250,1343,2343
2228,2227,2311,1235,2343
2181,2227,2358,1235,2343
2228,2335,2133,1352,2343
2228,2335,2358,1127,2343
2228,2335,2299,1343,2186
2228,2335,2074,1568,2186
2228,2443,2074,1460,2186
2228,2443,2074,1352,2294
2228,2335,1966,1460,2402
2228,2227,2027,1460,2402
2228,2227,2144,1343,2402
2228,2227,2252,1235,2402
2228,2227,2252,1343,2294
2228,2227,1966,1568,2402
2228,2335,2074,1352,2402
2228,2180,2074,1460,2402
2228,2227,2074,1460,2355
2181,2227,2074,1460,2402
2228,2227,2074,1568,2294
2228,2180,2191,1343,2402
2228,2227,2191,1343,2355
2181,2227,2191,1343,2402
2228,2335,2299,1127,2402
2228,2180,2299,1235,2402
2228,2227,2299,1235,2355
2181,2227,2299,1235,2402
2228,2180,2299,1343,2294
2228,2227,2299,1343,2247
2181,2227,2299,1343,2294
2228,2168,2025,1568,2402
2228,2168,2311,1235,2402
2228,2168,2358,1235,2355
2181,2168,2358,1235,2402
2228,2168,2086,1460,2402
2228,2121,2133,1460,2402
2228,2168,2133,1460,2355
2181,2168,2133,1460,2402
2228,2168,2133,1568,2294
2228,2217,2358,1127,2461
2228,2276,2299,1127,2461
2228,2276,2074,1352,2461
2228,2217,2133,1352,2461
2228,2384,2074,1352,2353
2228,2121,2299,1235,2461
2228,2121,2074,1460,2461
2228,2062,2133,1460,2461
2228,2109,2086,1460,2461
2228,2109,2311,1235,2461
2228,2109,2133,1460,2414
2181,2109,2133,1460,2461
2228,2109,2358,1235,2414
2181,2109,2358,1235,2461
2228,2217,2025,1460,2461
2228,2168,2252,1235,2461
2228,2168,2299,1235,2414
2181,2168,2299,1235,2461
2228,2168,2027,1460,2461
2228,2168,2074,1460,2414
2181,2168,2074,1460,2461
2228,2168,2144,1343,2461
2228,2168,2252,1343,2353
2228,2121,2191,1343,2461
2228,2121,2299,1343,2353
2228,2168,1966,1568,2461
2228,2168,2191,1343,2414
2181,2168,2191,1343,2461
2228,2168,2074,1568,2353
2228,2168,2299,1343,2306
2181,2168,2299,1343,2353
2228,2384,2074,1460,2245
2228,2109,2025,1568,2461
2228,2109,2133,1568,2353
2228,2217,2133,1568,2245
2228,2109,2203,1343,2461
2228,2109,2250,1343,2414
2181,2109,2250,1343,2461
2228,2217,2250,1343,2353
2228,2168,2250,1343,2402
2228,2062,2358,1343,2353
2228,2109,2311,1343,2353
2228,2109,2358,1343,2306
2181,2109,2358,1343,2353
2228,2217,2358,1343,2245
2228,2168,2358,1343,2294
2228,2100,2475,1568,1973
2120,2100,2475,1568,2081
2181,2100,2475,1568,2020
2228,2100,2428,1568,2020
2228,2053,2475,1568,2020
2073,2100,2475,1568,2128
2120,2100,2428,1568,2128
2120,2053,2475,1568,2128
2228,2100,2367,1568,2128
2228,1992,2475,1568,2128
2228,2100,2475,1460,2128
2228,2100,2259,1568,2189
2120,2100,2367,1568,2189
2228,2100,2367,1460,2189
2228,2100,2475,1352,2189
2073,2100,2367,1568,2236
2120,2100,2320,1568,2236
2120,2053,2367,1568,2236
2120,1992,2475,1568,2236
2120,2100,2475,1460,2236
2181,2100,2259,1568,2236
2228,2053,2259,1568,2236
2228,2100,2320,1460,2236
2181,2100,2367,1460,2236
2228,2053,2367,1460,2236
2228,2100,2428,1352,2236
2228,1992,2367,1568,2236
2181,2100,2475,1352,2236
2228,1992,2475,1460,2236
2228,2053,2475,1352,2236
2228,1992,2250,1568,2353
2003,1992,2475,1568,2353
2228,1992,2475,1343,2353
2003,2100,2475,1568,2198
2228,2100,2475,1343,2198
2228,2100,2142,1568,2306
2228,2100,2367,1343,2306
2228,2100,2250,1460,2306
2228,2100,2475,1235,2306
1956,2100,2475,1568,2245
2181,2100,2250,1568,2245
2181,2100,2475,1343,2245
2228,2100,2203,1568,2245
2228,2053,2250,1568,2245
2003,2100,2428,1568,2245
2003,2053,2475,1568,2245
2228,2100,2428,1343,2245
2228,2053,2475,1343,2245
2181,2100,2142,1568,2353
2228,2053,2142,1568,2353
2181,2100,2367,1343,2353
2228,2100,2320,1343,2353
2228,2053,2367,1343,2353
2181,2100,2250,1460,2353
2181,2100,2475,1235,2353
2228,2100,2203,1460,2353
2228,2100,2428,1235,2353
2228,2053,2250,1460,2353
2228,2053,2475,1235,2353
1895,2100,2475,1568,2306
2120,2100,2250,1568,2306
2120,2100,2475,1343,2306
2003,2100,2367,1568,2353
2073,2100,2250,1568,2353
2120,2100,2203,1568,2353
2120,2053,2250,1568,2353
1848,2100,2475,1568,2353
2073,2100,2475,1343,2353
1895,2100,2428,1568,2353
1895,2053,2475,1568,2353
2003,2100,2475,1460,2353
2120,2100,2428,1343,2353
2120,2053,2475,1343,2353
2120,2100,2142,1568,2414
1895,2100,2367,1568,2414
1895,2100,2475,1460,2414
2120,2100,2367,1343,2414
2120,1992,2475,1343,2414
2120,2100,2475,1235,2414
2003,2100,2259,1568,2414
2228,2100,2034,1568,2414
2228,2100,2259,1343,2414
2228,2100,2142,1460,2414
2003,1992,2475,1460,2414
2003,2100,2475,1352,2414
1848,2100,2367,1568,2461
2073,2100,2142,1568,2461
2073,2100,2367,1343,2461
2120,2100,2095,1568,2461
1895,2100,2320,1568,2461
2120,2053,2142,1568,2461
1895,2053,2367,1568,2461
2120,2053,2367,1343,2461
2228,2100,2095,1460,2461
2181,2100,2034,1568,2461
2228,2053,2034,1568,2461
2181,2100,2142,1460,2461
2228,2053,2142,1460,2461
1956,2100,2259,1568,2461
2181,2100,2259,1343,2461
2003,2053,2259,1568,2461
2228,2053,2259,1343,2461
2120,1992,2250,1568,2461
2120,2100,2250,1460,2461
2228,1992,2142,1568,2461
2228,1992,2250,1460,2461
2228,2100,2250,1352,2461
1956,1992,2475,1460,2461
2073,1992,2475,1343,2461
1848,2100,2475,1460,2461
1956,2100,2475,1352,2461
2073,2100,2475,1235,2461
2003,1992,2367,1568,2461
2228,1992,2367,1343,2461
2003,2100,2367,1460,2461
2228,2100,2367,1235,2461
1895,1992,2475,1568,2461
2003,1992,2428,1460,2461
2003,1945,2475,1460,2461
1895,2100,2428,1460,2461
1895,2053,2475,1460,2461
2003,2100,2428,1352,2461
2003,2053,2475,1352,2461
2120,1992,2428,1343,2461
2120,1945,2475,1343,2461
2120,2100,2428,1235,2461
2120,2053,2475,1235,2461
2228,1992,2475,1235,2461
2228,2100,2475,1127,2461
1731,2217,2367,1568,2461
1956,2217,2367,1343,2461
1731,2325,2367,1460,2461
2181,2325,2475,1568,1795
2181,2217,2475,1568,1903
1848,2325,2475,1568,2128
1956,2325,2475,1352,2236
1848,2325,2475,1460,2236
1848,2217,2475,1568,2236
1956,2217,2475,1460,2236
2073,2217,2475,1343,2236
2073,2325,2475,1235,2236
1956,2325,2475,1235,2353
1848,2325,2475,1343,2353
1731,2325,2475,1460,2353
1623,2325,2475,1568,2353
1848,2325,2367,1343,2461
1623,2325,2367,1568,2461
2120,2278,2475,1235,2236
2003,2278,2475,1235,2353
2120,2170,2475,1343,2236
2003,2170,2367,1343,2461
1895,2278,2475,1343,2353
1895,2278,2367,1343,2461
1778,2278,2475,1460,2353
1895,2278,2475,1568,2128
1670,2278,2475,1568,2353
2003,2278,2475,1352,2236
1895,2278,2475,1460,2236
1778,2278,2367,1460,2461
1895,2170,2475,1568,2236
2003,2170,2475,1460,2236
1778,2170,2367,1568,2461
1670,2278,2367,1568,2461
2228,2278,2475,1568,1795
2228,2170,2475,1568,1903
2228,2325,2475,1568,1748
2228,2325,2428,1568,1795
2228,2325,2475,1343,2020
2003,2325,2475,1568,2020
2003,2325,2475,1343,2245
1778,2325,2475,1568,2245
2228,2217,2475,1568,1856
2003,2325,2475,1235,2306
1778,2325,2475,1460,2306
2228,2217,2428,1568,1903
2003,2217,2475,1568,2128
2003,2325,2367,1568,2128
2003,2325,2475,1460,2128
2228,2325,2475,1235,2128
2228,2325,2367,1343,2128
2228,2217,2475,1343,2128
2003,2325,2367,1343,2353
1778,2325,2367,1568,2353
2003,2217,2475,1343,2353
1778,2217,2475,1568,2353
2003,2325,2428,1235,2353
1778,2325,2428,1460,2353
2228,2325,2259,1568,2011
2120,2325,2367,1568,2011
2003,2325,2367,1460,2236
2228,2325,2367,1235,2236
2003,2325,2259,1568,2236
1895,2325,2367,1568,2236
2228,2325,2259,1343,2236
2120,2325,2367,1343,2236
1895,2325,2475,1568,2081
1895,2325,2428,1568,2128
2228,2325,2475,1460,1903
2228,2325,2367,1568,1903
2120,2325,2475,1568,1903
2120,2325,2475,1343,2128
2228,2217,2367,1568,2011
2228,2325,2367,1460,2011
2120,2325,2475,1460,2011
2228,2325,2475,1352,2011
2120,2217,2475,1568,2011
2228,2217,2475,1460,2011
1895,2325,2475,1460,2189
2003,2325,2475,1352,2189
1895,2217,2475,1568,2189
2003,2217,2475,1460,2189
2120,2325,2475,1235,2189
2120,2217,2475,1343,2189
1895,2325,2428,1460,2236
2003,2325,2428,1352,2236
1895,2217,2428,1568,2236
2003,2217,2428,1460,2236
2003,2217,2367,1568,2236
2120,2325,2428,1235,2236
2120,2217,2428,1343,2236
2228,2217,2367,1343,2236
2228,2325,2475,1127,2236
2228,2325,2250,1352,2236
2228,2217,2475,1235,2236
2003,2325,2475,1127,2461
2003,2217,2475,1235,2461
2003,2325,2367,1235,2461
1778,2325,2367,1460,2414
1778,2325,2475,1352,2461
1778,2217,2475,1460,2461
1778,2325,2320,1460,2461
1670,2325,2475,1568,2306
1670,2325,2428,1568,2353
1895,2325,2475,1343,2306
1895,2325,2428,1343,2353
1670,2325,2475,1460,2461
1670,2325,2367,1568,2414
1670,2217,2475,1568,2461
1670,2325,2320,1568,2461
1895,2325,2475,1235,2461
1895,2325,2367,1343,2414
1895,2217,2475,1343,2461
1895,2325,2320,1343,2461
1895,2325,2142,1568,2461
2003,2217,2367,1343,2414
1778,2217,2367,1568,2414
1778,2217,2320,1568,2461
1778,2325,2259,1568,2461
2003,2325,2259,1343,2461
2003,2325,2034,1568,2461
2003,2276,2428,1284,2353
2003,2229,2367,1284,2461
2003,2229,2475,1284,2353
2003,2276,2475,1509,2128
2003,2276,2475,1284,2306
1956,2276,2475,1284,2353
1778,2276,2475,1509,2353
2003,2276,2367,1284,2414
2003,2276,2367,1509,2236
2003,2276,2475,1401,2236
1895,2276,2475,1509,2236
1956,2276,2367,1284,2461
1778,2276,2367,1509,2461
2003,2276,2475,1176,2461
1895,2276,2475,1284,2461
1778,2276,2475,1401,2461
1670,2276,2475,1509,2461
2003,2384,2475,1293,2189
2003,2384,2475,1509,2020
2003,2384,2367,1509,2128
1895,2384,2475,1509,2128
1895,2384,2367,1509,2236
2003,2384,2259,1509,2236
2003,2384,2428,1293,2236
2003,2337,2475,1293,2236
1895,2384,2475,1401,2236
1956,2384,2475,1293,2236
1778,2384,2367,1509,2353
2003,2384,2475,1284,2198
1670,2384,2475,1509,2306
2003,2384,2428,1284,2245
2003,2337,2475,1284,2245
1956,2384,2475,1284,2245
1778,2384,2475,1509,2245
1670,2384,2428,1509,2353
1670,2337,2475,1509,2353
1778,2384,2475,1401,2353
1895,2384,2475,1284,2353
1623,2384,2475,1509,2353
2003,2384,2475,1176,2353
2003,2384,2367,1284,2353
2003,2384,2475,1068,2414
2003,2337,2475,1068,2461
2003,2384,2428,1068,2461
1956,2384,2475,1068,2461
1778,2384,2475,1293,2414
1778,2337,2475,1293,2461
1778,2384,2428,1293,2461
1731,2384,2475,1293,2461
1778,2384,2367,1401,2461
1895,2384,2475,1176,2414
2003,2384,2367,1176,2461
1895,2337,2475,1176,2461
1895,2384,2428,1176,2461
1848,2384,2475,1176,2461
1670,2384,2475,1401,2461
2003,2384,2259,1284,2414
2003,2337,2259,1284,2461
1956,2384,2259,1284,2461
1895,2384,2367,1284,2461
1778,2384,2259,1509,2414
1778,2337,2259,1509,2461
1778,2384,2212,1509,2461
1731,2384,2259,1509,2461
1670,2384,2367,1509,2461
2228,2159,2367,1176,2414
2228,2112,2367,1176,2461
2181,2159,2367,1176,2461
2228,2276,2367,1284,2189
2228,2384,2259,1284,2189
2228,2051,2367,1284,2414
2228,2159,2259,1284,2414
2228,2229,2367,1284,2236
2228,2337,2259,1284,2236
2181,2384,2259,1284,2236
2181,2276,2367,1284,2236
2228,2159,2212,1284,2461
2228,2112,2259,1284,2461
2181,2159,2259,1284,2461
2228,2051,2320,1284,2461
2228,2004,2367,1284,2461
2181,2051,2367,1284,2461
2228,2384,2428,1068,2236
2228,2159,2428,1068,2461
2120,2384,2428,1176,2236
2120,2159,2428,1176,2461
2228,2384,2475,1068,2189
2228,2337,2475,1068,2236
2181,2384,2475,1068,2236
2228,2159,2475,1068,2414
2228,2112,2475,1068,2461
2181,2159,2475,1068,2461
2120,2384,2475,1176,2189
2120,2159,2475,1176,2414
2120,2337,2475,1176,2236
2073,2384,2475,1176,2236
2120,2112,2475,1176,2461
2073,2159,2475,1176,2461
2228,2276,2428,1176,2236
2228,2051,2428,1176,2461
2228,2384,2475,1176,2128
2228,2276,2475,1176,2189
2228,2229,2475,1176,2236
2181,2276,2475,1176,2236
2228,2384,2367,1176,2236
2228,2051,2475,1176,2414
2228,2159,2475,1176,2353
2228,2004,2475,1176,2461
2181,2051,2475,1176,2461
2228,2384,2367,1284,2128
2228,2159,2367,1284,2353
2228,2384,2475,1284,1973
2228,2337,2475,1284,2020
2228,2384,2428,1284,2020
2181,2384,2475,1284,2020
2228,2159,2475,1284,2198
2228,2112,2475,1284,2245
2228,2159,2428,1284,2245
2181,2159,2475,1284,2245
2228,2276,2475,1284,2081
2228,2051,2475,1284,2306
2228,2229,2475,1284,2128
2228,2276,2428,1284,2128
2181,2276,2475,1284,2128
2228,2004,2475,1284,2353
2228,2051,2428,1284,2353
2181,2051,2475,1284,2353
2120,2384,2367,1284,2189
2120,2159,2367,1284,2414
2120,2384,2475,1284,2081
2120,2276,2475,1284,2189
2120,2159,2475,1284,2306
2120,2051,2475,1284,2414
2120,2337,2475,1284,2128
2120,2384,2428,1284,2128
2073,2384,2475,1284,2128
2120,2159,2428,1284,2353
2120,2112,2475,1284,2353
2073,2159,2475,1284,2353
2120,2337,2367,1284,2236
2073,2384,2367,1284,2236
2120,2229,2475,1284,2236
2120,2276,2428,1284,2236
2073,2276,2475,1284,2236
2120,2112,2367,1284,2461
2073,2159,2367,1284,2461
2120,2004,2475,1284,2461
2120,2051,2428,1284,2461
2073,2051,2475,1284,2461
2003,2384,2367,1401,2236
2228,2384,2428,1293,2011
2228,2159,2428,1293,2236
2228,2159,2203,1293,2461
2003,2159,2428,1293,2461
2228,2384,2475,1293,1964
2228,2159,2475,1293,2189
2003,2159,2475,1293,2414
2228,2159,2250,1293,2414
2228,2337,2475,1293,2011
2181,2384,2475,1293,2011
2181,2159,2475,1293,2236
2228,2112,2475,1293,2236
2228,2112,2250,1293,2461
2181,2159,2250,1293,2461
1956,2159,2475,1293,2461
2003,2112,2475,1293,2461
2228,2276,2475,1401,1964
2228,2051,2475,1401,2189
2228,2229,2475,1401,2011
2181,2276,2475,1401,2011
2228,2276,2428,1401,2011
2228,2004,2475,1401,2236
2228,2051,2428,1401,2236
2181,2051,2475,1401,2236
2003,2384,2475,1401,2128
2181,2051,2250,1401,2461
2003,2051,2475,1401,2461
2228,2051,2250,1401,2414
2228,2004,2250,1401,2461
2228,2051,2203,1401,2461
2003,2159,2475,1401,2353
2003,2159,2475,1509,2198
2003,2159,2367,1509,2306
2003,2051,2475,1509,2306
1956,2159,2475,1509,2245
2003,2159,2428,1509,2245
2003,2112,2475,1509,2245
2003,2051,2428,1509,2353
1956,2159,2367,1509,2353
1956,2051,2475,1509,2353
2003,2112,2367,1509,2353
2003,2004,2475,1509,2353
1895,2159,2428,1401,2461
1848,2159,2475,1401,2461
1895,2159,2475,1401,2414
1895,2112,2475,1401,2461
2003,2159,2367,1401,2461
1956,2159,2259,1509,2461
1848,2159,2367,1509,2461
1848,2159,2475,1509,2353
1956,2051,2367,1509,2461
1848,2051,2475,1509,2461
1895,2159,2475,1509,2306
2003,2159,2259,1509,2414
2003,2051,2367,1509,2414
1895,2159,2367,1509,2414
1895,2051,2475,1509,2414
2003,2051,2320,1509,2461
1895,2159,2428,1509,2353
1895,2051,2428,1509,2461
1895,2112,2367,1509,2461
1895,2112,2475,1509,2353
1895,2004,2475,1509,2461
2003,2112,2259,1509,2461
2003,2004,2367,1509,2461
2228,2384,2475,1401,1903
2228,2159,2475,1401,2128
2228,2159,2250,1401,2353
2228,2384,2367,1401,2011
2120,2384,2475,1401,2011
2120,2159,2250,1401,2414
2120,2159,2203,1401,2461
2073,2159,2250,1401,2461
2120,2112,2250,1401,2461
2073,2159,2475,1401,2236
2120,2159,2475,1401,2189
2120,2159,2428,1401,2236
2120,2112,2475,1401,2236
2228,2159,2142,1401,2461
2228,2159,2367,1401,2236
2228,2384,2475,1509,1748
2228,2384,2428,1509,1795
2181,2384,2475,1509,1795
2228,2337,2475,1509,1795
2228,2276,2475,1509,1903
2120,2384,2475,1509,1856
2073,2384,2475,1509,1903
2120,2384,2428,1509,1903
2120,2337,2475,1509,1903
2228,2384,2367,1509,1903
2120,2276,2475,1509,1964
2228,2276,2367,1509,1964
2120,2276,2428,1509,2011
2120,2384,2367,1509,2011
2073,2276,2475,1509,2011
2120,2229,2475,1509,2011
2228,2384,2259,1509,2011
2181,2276,2367,1509,2011
2228,2229,2367,1509,2011
2228,2159,2259,1509,2189
2228,2051,2367,1509,2189
2228,2051,2142,1509,2414
2120,2159,2475,1509,2081
2228,2051,2475,1509,2081
2120,2159,2367,1509,2189
2120,2051,2475,1509,2189
2228,2051,2250,1509,2306
2120,2159,2250,1509,2306
2120,2159,2142,1509,2414
2120,2051,2250,1509,2414
2228,2159,2475,1509,2020
2181,2159,2250,1509,2245
2228,2159,2203,1509,2245
2228,2112,2250,1509,2245
2228,2051,2428,1509,2128
2181,2051,2475,1509,2128
2228,2004,2475,1509,2128
2228,2051,2203,1509,2353
2181,2051,2250,1509,2353
2228,2004,2250,1509,2353
2228,2159,2367,1509,2128
2181,2159,2259,1509,2236
2228,2112,2259,1509,2236
2228,2051,2320,1509,2236
2181,2051,2367,1509,2236
2228,2004,2367,1509,2236
2073,2159,2475,1509,2128
2120,2159,2428,1509,2128
2120,2112,2475,1509,2128
